stat_no;year;month;day;hour;elem_val
26409;1997;10;17;7;0,0
26409;1997;10;18;7;1,8
26409;1997;10;19;7;0,0
26409;1997;10;20;7;0,0
26409;1997;10;21;7;0,0
26409;1997;10;22;7;0,5
26409;1997;10;23;7;0,0
26409;1997;10;24;7;2,2
26409;1997;10;25;7;10,0
26409;1997;10;26;7;0,5
26409;1997;10;27;7;0,0
26409;1997;10;28;7;0,0
26409;1997;10;29;7;0,0
26409;1997;10;30;7;0,0
26409;1997;10;31;7;0,0
26409;1997;11;1;7;0,0
26409;1997;11;2;7;1,6
26409;1997;11;3;7;0,0
26409;1997;11;4;7;0,0
26409;1997;11;5;7;0,0
26409;1997;11;6;7;2,0
26409;1997;11;7;7;6,0
26409;1997;11;8;7;1,8
26409;1997;11;9;7;1,0
26409;1997;11;10;7;0,0
26409;1997;11;11;7;2,2
26409;1997;11;12;7;0,4
26409;1997;11;13;7;1,1
26409;1997;11;14;7;0,0
26409;1997;11;15;7;7,0
26409;1997;11;16;7;1,8
26409;1997;11;17;7;0,0
26409;1997;11;18;7;0,0
26409;1997;11;19;7;0,0
26409;1997;11;20;7;0,0
26409;1997;11;21;7;0,0
26409;1997;11;22;7;0,0
26409;1997;11;23;7;0,3
26409;1997;11;24;7;0,5
26409;1997;11;25;7;0,0
26409;1997;11;26;7;0,0
26409;1997;11;27;7;0,0
26409;1997;11;28;7;0,0
26409;1997;11;29;7;2,9
26409;1997;11;30;7;4,8
26409;1997;12;1;7;4,0
26409;1997;12;2;7;0,0
26409;1997;12;3;7;0,0
26409;1997;12;4;7;0,0
26409;1997;12;5;7;0,8
26409;1997;12;6;7;0,4
26409;1997;12;7;7;13,3
26409;1997;12;8;7;0,0
26409;1997;12;9;7;0,5
26409;1997;12;10;7;22,0
26409;1997;12;11;7;18,0
26409;1997;12;12;7;2,6
26409;1997;12;13;7;0,4
26409;1997;12;14;7;4,0
26409;1997;12;15;7;0,0
26409;1997;12;16;7;0,0
26409;1997;12;17;7;0,0
26409;1997;12;18;7;0,0
26409;1997;12;19;7;0,0
26409;1997;12;20;7;0,0
26409;1997;12;21;7;0,0
26409;1997;12;22;7;0,0
26409;1997;12;23;7;0,0
26409;1997;12;24;7;4,2
26409;1997;12;25;7;12,0
26409;1997;12;26;7;7,0
26409;1997;12;27;7;6,8
26409;1997;12;28;7;1,4
26409;1997;12;29;7;1,0
26409;1997;12;30;7;0,3
26409;1997;12;31;7;0,4
26409;1998;1;1;7;4,2
26409;1998;1;2;7;1,0
26409;1998;1;3;7;4,4
26409;1998;1;4;7;20,0
26409;1998;1;5;7;12,0
26409;1998;1;6;7;13,0
26409;1998;1;7;7;1,3
26409;1998;1;8;7;4,2
26409;1998;1;9;7;8,0
26409;1998;1;10;7;6,1
26409;1998;1;11;7;0,0
26409;1998;1;12;7;0,0
26409;1998;1;13;7;0,0
26409;1998;1;14;7;0,0
26409;1998;1;15;7;3,0
26409;1998;1;16;7;2,2
26409;1998;1;17;7;3,6
26409;1998;1;18;7;7,8
26409;1998;1;19;7;3,0
26409;1998;1;20;7;5,5
26409;1998;1;21;7;0,0
26409;1998;1;22;7;0,0
26409;1998;1;23;7;0,0
26409;1998;1;24;7;1,4
26409;1998;1;25;7;0,0
26409;1998;1;26;7;0,0
26409;1998;1;27;7;0,8
26409;1998;1;28;7;1,1
26409;1998;1;29;7;0,0
26409;1998;1;30;7;1,5
26409;1998;1;31;7;0,0
26409;1998;2;1;7;0,0
26409;1998;2;2;7;0,6
26409;1998;2;3;7;5,5
26409;1998;2;4;7;0,9
26409;1998;2;5;7;4,0
26409;1998;2;6;7;0,0
26409;1998;2;7;7;0,0
26409;1998;2;8;7;4,0
26409;1998;2;9;7;2,5
26409;1998;2;10;7;0,0
26409;1998;2;11;7;0,0
26409;1998;2;12;7;14,0
26409;1998;2;13;7;2,0
26409;1998;2;14;7;1,4
26409;1998;2;15;7;0,5
26409;1998;2;16;7;0,0
26409;1998;2;17;7;6,0
26409;1998;2;18;7;0,5
26409;1998;2;19;7;0,0
26409;1998;2;20;7;0,0
26409;1998;2;21;7;0,0
26409;1998;2;22;7;9,5
26409;1998;2;23;7;0,0
26409;1998;2;24;7;0,3
26409;1998;2;25;7;0,0
26409;1998;2;26;7;0,0
26409;1998;2;27;7;3,6
26409;1998;2;28;7;3,7
26409;1998;3;1;7;0,3
26409;1998;3;2;7;11,2
26409;1998;3;3;7;7,0
26409;1998;3;4;7;25,0
26409;1998;3;5;7;5,0
26409;1998;3;6;7;3,4
26409;1998;3;7;7;5,0
26409;1998;3;8;7;11,0
26409;1998;3;9;7;0,0
26409;1998;3;10;7;0,0
26409;1998;3;11;7;0,5
26409;1998;3;12;7;1,4
26409;1998;3;13;7;0,0
26409;1998;3;14;7;0,4
26409;1998;3;15;7;0,0
26409;1998;3;16;7;0,0
26409;1998;3;17;7;0,0
26409;1998;3;18;7;0,0
26409;1998;3;19;7;0,0
26409;1998;3;20;7;0,0
26409;1998;3;21;7;0,0
26409;1998;3;22;7;0,0
26409;1998;3;23;7;0,0
26409;1998;3;24;7;0,0
26409;1998;3;25;7;0,0
26409;1998;3;26;7;0,0
26409;1998;3;27;7;4,6
26409;1998;3;28;7;0,0
26409;1998;3;29;7;1,0
26409;1998;3;30;7;0,0
26409;1998;3;31;7;0,0
26409;1998;4;1;7;0,0
26409;1998;4;2;7;0,6
26409;1998;4;3;7;5,5
26409;1998;4;4;7;22,1
26409;1998;4;5;7;5,8
26409;1998;4;6;7;6,5
26409;1998;4;7;7;5,1
26409;1998;4;8;7;0,6
26409;1998;4;9;7;0,4
26409;1998;4;10;7;1,2
26409;1998;4;11;7;0,0
26409;1998;4;12;7;2,4
26409;1998;4;13;7;0,5
26409;1998;4;14;7;4,6
26409;1998;4;15;7;7,1
26409;1998;4;16;7;3,9
26409;1998;4;17;7;2,2
26409;1998;4;18;7;0,0
26409;1998;4;19;7;0,6
26409;1998;4;20;7;0,0
26409;1998;4;21;7;8,5
26409;1998;4;22;7;0,5
26409;1998;4;23;7;0,0
26409;1998;4;24;7;0,0
26409;1998;4;25;7;3,8
26409;1998;4;26;7;6,0
26409;1998;4;27;7;1,5
26409;1998;4;28;7;6,7
26409;1998;4;29;7;2,0
26409;1998;4;30;7;22,2
26409;1998;5;1;7;0,0
26409;1998;5;2;7;0,0
26409;1998;5;3;7;0,0
26409;1998;5;4;7;0,0
26409;1998;5;5;7;0,0
26409;1998;5;6;7;7,4
26409;1998;5;7;7;4,0
26409;1998;5;8;7;0,0
26409;1998;5;9;7;0,0
26409;1998;5;10;7;0,0
26409;1998;5;11;7;0,0
26409;1998;5;12;7;10,0
26409;1998;5;13;7;0,3
26409;1998;5;14;7;0,0
26409;1998;5;15;7;0,0
26409;1998;5;16;7;0,0
26409;1998;5;17;7;0,0
26409;1998;5;18;7;0,0
26409;1998;5;19;7;0,0
26409;1998;5;20;7;0,0
26409;1998;5;21;7;0,0
26409;1998;5;22;7;0,0
26409;1998;5;23;7;0,0
26409;1998;5;24;7;0,0
26409;1998;5;25;7;1,2
26409;1998;5;26;7;1,7
26409;1998;5;27;7;1,6
26409;1998;5;28;7;0,0
26409;1998;5;29;7;0,0
26409;1998;5;30;7;0,0
26409;1998;5;31;7;0,0
26409;1998;6;1;7;0,0
26409;1998;6;2;7;0,0
26409;1998;6;3;7;0,0
26409;1998;6;4;7;2,8
26409;1998;6;5;7;0,0
26409;1998;6;6;7;1,5
26409;1998;6;7;7;5,0
26409;1998;6;8;7;7,6
26409;1998;6;9;7;2,2
26409;1998;6;10;7;15,6
26409;1998;6;11;7;2,0
26409;1998;6;12;7;2,6
26409;1998;6;13;7;0,0
26409;1998;6;14;7;0,0
26409;1998;6;15;7;0,0
26409;1998;6;16;7;0,0
26409;1998;6;17;7;0,0
26409;1998;6;18;7;0,5
26409;1998;6;19;7;2,0
26409;1998;6;20;7;0,6
26409;1998;6;21;7;0,0
26409;1998;6;22;7;0,0
26409;1998;6;23;7;0,0
26409;1998;6;24;7;0,8
26409;1998;6;25;7;0,0
26409;1998;6;26;7;9,2
26409;1998;6;27;7;0,3
26409;1998;6;28;7;7,1
26409;1998;6;29;7;7,5
26409;1998;6;30;7;4,5
26409;1998;7;1;7;6,2
26409;1998;7;2;7;0,0
26409;1998;7;3;7;0,0
26409;1998;7;4;7;1,2
26409;1998;7;5;7;4,7
26409;1998;7;6;7;2,9
26409;1998;7;7;7;1,4
26409;1998;7;8;7;1,6
26409;1998;7;9;7;2,7
26409;1998;7;10;7;5,3
26409;1998;7;11;7;4,9
26409;1998;7;12;7;1,6
26409;1998;7;13;7;6,8
26409;1998;7;14;7;6,3
26409;1998;7;15;7;6,0
26409;1998;7;16;7;0,0
26409;1998;7;17;7;0,0
26409;1998;7;18;7;10,0
26409;1998;7;19;7;16,0
26409;1998;7;20;7;0,0
26409;1998;7;21;7;1,5
26409;1998;7;22;7;3,1
26409;1998;7;23;7;0,0
26409;1998;7;24;7;0,5
26409;1998;7;25;7;0,5
26409;1998;7;26;7;0,0
26409;1998;7;27;7;0,5
26409;1998;7;28;7;3,0
26409;1998;7;29;7;2,3
26409;1998;7;30;7;10,0
26409;1998;7;31;7;17,5
26409;1998;8;1;7;5,6
26409;1998;8;2;7;0,0
26409;1998;8;3;7;0,0
26409;1998;8;4;7;9,0
26409;1998;8;5;7;3,2
26409;1998;8;6;7;0,8
26409;1998;8;7;7;2,4
26409;1998;8;8;7;0,0
26409;1998;8;9;7;0,0
26409;1998;8;10;7;0,0
26409;1998;8;11;7;0,0
26409;1998;8;12;7;0,0
26409;1998;8;13;7;0,0
26409;1998;8;14;7;6,0
26409;1998;8;15;7;0,0
26409;1998;8;16;7;1,0
26409;1998;8;17;7;0,0
26409;1998;8;18;7;0,0
26409;1998;8;19;7;0,0
26409;1998;8;20;7;0,0
26409;1998;8;21;7;18,5
26409;1998;8;22;7;12,9
26409;1998;8;23;7;3,1
26409;1998;8;24;7;13,7
26409;1998;8;25;7;2,2
26409;1998;8;26;7;3,9
26409;1998;8;27;7;0,5
26409;1998;8;28;7;0,3
26409;1998;8;29;7;1,5
26409;1998;8;30;7;0,0
26409;1998;8;31;7;5,0
26409;1998;9;1;7;0,0
26409;1998;9;2;7;0,0
26409;1998;9;3;7;0,0
26409;1998;9;4;7;0,0
26409;1998;9;5;7;0,3
26409;1998;9;6;7;1,5
26409;1998;9;7;7;0,0
26409;1998;9;8;7;0,0
26409;1998;9;9;7;8,8
26409;1998;9;10;7;20,5
26409;1998;9;11;7;3,3
26409;1998;9;12;7;1,1
26409;1998;9;13;7;0,8
26409;1998;9;14;7;5,0
26409;1998;9;15;7;1,6
26409;1998;9;16;7;2,0
26409;1998;9;17;7;7,6
26409;1998;9;18;7;0,0
26409;1998;9;19;7;0,4
26409;1998;9;20;7;0,0
26409;1998;9;21;7;0,0
26409;1998;9;22;7;0,0
26409;1998;9;23;7;0,0
26409;1998;9;24;7;0,0
26409;1998;9;25;7;0,0
26409;1998;9;26;7;0,0
26409;1998;9;27;7;0,0
26409;1998;9;28;7;0,0
26409;1998;9;29;7;6,6
26409;1998;9;30;7;1,4
26409;1998;10;1;7;0,0
26409;1998;10;2;7;0,0
26409;1998;10;3;7;0,3
26409;1998;10;4;7;4,5
26409;1998;10;5;7;0,0
26409;1998;10;6;7;0,0
26409;1998;10;7;7;1,8
26409;1998;10;8;7;4,4
26409;1998;10;9;7;1,2
26409;1998;10;10;7;7,8
26409;1998;10;11;7;5,0
26409;1998;10;12;7;12,0
26409;1998;10;13;7;0,5
26409;1998;10;14;7;6,5
26409;1998;10;15;7;3,0
26409;1998;10;16;7;3,2
26409;1998;10;17;7;10,0
26409;1998;10;18;7;1,6
26409;1998;10;19;7;0,5
26409;1998;10;20;7;7,1
26409;1998;10;21;7;1,7
26409;1998;10;22;7;15,5
26409;1998;10;23;7;7,5
26409;1998;10;24;7;1,2
26409;1998;10;25;7;19,3
26409;1998;10;26;7;8,5
26409;1998;10;27;7;2,5
26409;1998;10;28;7;22,0
26409;1998;10;29;7;9,0
26409;1998;10;30;7;4,9
26409;1998;10;31;7;5,5
26409;1998;11;1;7;2,3
26409;1998;11;2;7;0,7
26409;1998;11;3;7;4,5
26409;1998;11;4;7;18,0
26409;1998;11;5;7;6,5
26409;1998;11;6;7;10,5
26409;1998;11;7;7;0,2
26409;1998;11;8;7;0,5
26409;1998;11;9;7;0,0
26409;1998;11;10;7;7,5
26409;1998;11;11;7;4,0
26409;1998;11;12;7;1,7
26409;1998;11;13;7;0,5
26409;1998;11;14;7;7,7
26409;1998;11;15;7;5,6
26409;1998;11;16;7;0,0
26409;1998;11;17;7;0,0
26409;1998;11;18;7;0,0
26409;1998;11;19;7;0,0
26409;1998;11;20;7;0,0
26409;1998;11;21;7;0,0
26409;1998;11;22;7;0,0
26409;1998;11;23;7;0,0
26409;1998;11;24;7;0,0
26409;1998;11;25;7;0,0
26409;1998;11;26;7;0,0
26409;1998;11;27;7;2,0
26409;1998;11;28;7;0,3
26409;1998;11;29;7;0,0
26409;1998;11;30;7;0,0
26409;1998;12;1;7;0,0
26409;1998;12;2;7;0,0
26409;1998;12;3;7;0,0
26409;1998;12;4;7;0,0
26409;1998;12;5;7;2,3
26409;1998;12;6;7;0,0
26409;1998;12;7;7;0,0
26409;1998;12;8;7;0,0
26409;1998;12;9;7;0,0
26409;1998;12;10;7;0,0
26409;1998;12;11;7;0,0
26409;1998;12;12;7;0,0
26409;1998;12;13;7;10,0
26409;1998;12;14;7;5,5
26409;1998;12;15;7;1,5
26409;1998;12;16;7;0,0
26409;1998;12;17;7;0,0
26409;1998;12;18;7;0,0
26409;1998;12;19;7;1,1
26409;1998;12;20;7;2,5
26409;1998;12;21;7;0,0
26409;1998;12;22;7;0,5
26409;1998;12;23;7;0,8
26409;1998;12;24;7;7,0
26409;1998;12;25;7;5,4
26409;1998;12;26;7;27,2
26409;1998;12;27;7;8,8
26409;1998;12;28;7;0,0
26409;1998;12;29;7;0,0
26409;1998;12;30;7;0,0
26409;1998;12;31;7;0,0
26409;1999;1;1;7;0,0
26409;1999;1;2;7;0,0
26409;1999;1;3;7;1,6
26409;1999;1;4;7;0,0
26409;1999;1;5;7;10,5
26409;1999;1;6;7;9,0
26409;1999;1;7;7;7,4
26409;1999;1;8;7;0,8
26409;1999;1;9;7;4,5
26409;1999;1;10;7;0,0
26409;1999;1;11;7;2,5
26409;1999;1;12;7;8,0
26409;1999;1;13;7;2,0
26409;1999;1;14;7;4,6
26409;1999;1;15;7;4,4
26409;1999;1;16;7;12,2
26409;1999;1;17;7;2,0
26409;1999;1;18;7;0,0
26409;1999;1;19;7;0,4
26409;1999;1;20;7;5,9
26409;1999;1;21;7;12,0
26409;1999;1;22;7;0,0
26409;1999;1;23;7;0,0
26409;1999;1;24;7;5,6
26409;1999;1;25;7;2,6
26409;1999;1;26;7;2,0
26409;1999;1;27;7;6,1
26409;1999;1;28;7;0,0
26409;1999;1;29;7;0,0
26409;1999;1;30;7;0,0
26409;1999;1;31;7;0,0
26409;1999;2;1;7;2,6
26409;1999;2;2;7;0,3
26409;1999;2;3;7;0,0
26409;1999;2;4;7;3,5
26409;1999;2;5;7;7,8
26409;1999;2;6;7;2,3
26409;1999;2;7;7;1,7
26409;1999;2;8;7;0,0
26409;1999;2;9;7;5,9
26409;1999;2;10;7;2,0
26409;1999;2;11;7;2,1
26409;1999;2;12;7;0,0
26409;1999;2;13;7;0,0
26409;1999;2;14;7;0,0
26409;1999;2;15;7;3,0
26409;1999;2;16;7;9,5
26409;1999;2;17;7;1,2
26409;1999;2;18;7;6,0
26409;1999;2;19;7;1,9
26409;1999;2;20;7;5,9
26409;1999;2;21;7;7,0
26409;1999;2;22;7;4,6
26409;1999;2;23;7;2,0
26409;1999;2;24;7;0,0
26409;1999;2;25;7;0,0
26409;1999;2;26;7;5,0
26409;1999;2;27;7;8,5
26409;1999;2;28;7;4,0
26409;1999;3;1;7;7,2
26409;1999;3;2;7;1,4
26409;1999;3;3;7;21,5
26409;1999;3;4;7;3,8
26409;1999;3;5;7;2,0
26409;1999;3;6;7;15,0
26409;1999;3;7;7;11,5
26409;1999;3;8;7;0,7
26409;1999;3;9;7;1,5
26409;1999;3;10;7;0,0
26409;1999;3;11;7;0,5
26409;1999;3;12;7;0,0
26409;1999;3;13;7;0,0
26409;1999;3;14;7;1,2
26409;1999;3;15;7;0,0
26409;1999;3;16;7;0,0
26409;1999;3;17;7;0,0
26409;1999;3;18;7;0,0
26409;1999;3;19;7;8,2
26409;1999;3;20;7;0,1
26409;1999;3;21;7;2,0
26409;1999;3;22;7;2,0
26409;1999;3;23;7;5,0
26409;1999;3;24;7;0,6
26409;1999;3;25;7;0,0
26409;1999;3;26;7;0,3
26409;1999;3;27;7;12,0
26409;1999;3;28;7;0,0
26409;1999;3;29;7;0,0
26409;1999;3;30;7;0,0
26409;1999;3;31;7;2,1
26409;1999;4;1;7;0,0
26409;1999;4;2;7;0,0
26409;1999;4;3;7;0,0
26409;1999;4;4;7;0,0
26409;1999;4;5;7;0,0
26409;1999;4;6;7;5,2
26409;1999;4;7;7;2,5
26409;1999;4;8;7;0,0
26409;1999;4;9;7;0,9
26409;1999;4;10;7;0,5
26409;1999;4;11;7;1,0
26409;1999;4;12;7;0,0
26409;1999;4;13;7;5,4
26409;1999;4;14;7;6,6
26409;1999;4;15;7;1,0
26409;1999;4;16;7;0,6
26409;1999;4;17;7;0,0
26409;1999;4;18;7;0,0
26409;1999;4;19;7;0,9
26409;1999;4;20;7;0,4
26409;1999;4;21;7;0,0
26409;1999;4;22;7;3,3
26409;1999;4;23;7;0,0
26409;1999;4;24;7;0,0
26409;1999;4;25;7;0,0
26409;1999;4;26;7;0,0
26409;1999;4;27;7;0,0
26409;1999;4;28;7;0,0
26409;1999;4;29;7;0,0
26409;1999;4;30;7;0,0
26409;1999;5;1;7;0,0
26409;1999;5;2;7;0,0
26409;1999;5;3;7;0,0
26409;1999;5;4;7;0,0
26409;1999;5;5;7;0,0
26409;1999;5;6;7;0,0
26409;1999;5;7;7;0,0
26409;1999;5;8;7;0,0
26409;1999;5;9;7;10,0
26409;1999;5;10;7;5,0
26409;1999;5;11;7;3,2
26409;1999;5;12;7;0,0
26409;1999;5;13;7;12,2
26409;1999;5;14;7;1,8
26409;1999;5;15;7;0,0
26409;1999;5;16;7;0,0
26409;1999;5;17;7;0,0
26409;1999;5;18;7;0,0
26409;1999;5;19;7;0,0
26409;1999;5;20;7;0,0
26409;1999;5;21;7;0,0
26409;1999;5;22;7;3,0
26409;1999;5;23;7;0,2
26409;1999;5;24;7;0,5
26409;1999;5;25;7;1,0
26409;1999;5;26;7;0,5
26409;1999;5;27;7;0,0
26409;1999;5;28;7;0,0
26409;1999;5;29;7;0,0
26409;1999;5;30;7;6,8
26409;1999;5;31;7;0,3
26409;1999;6;1;7;0,0
26409;1999;6;2;7;0,0
26409;1999;6;3;7;4,8
26409;1999;6;4;7;2,4
26409;1999;6;5;7;5,8
26409;1999;6;6;7;8,0
26409;1999;6;7;7;14,8
26409;1999;6;8;7;0,0
26409;1999;6;9;7;5,2
26409;1999;6;10;7;14,3
26409;1999;6;11;7;8,3
26409;1999;6;12;7;9,8
26409;1999;6;13;7;0,0
26409;1999;6;14;7;0,0
26409;1999;6;15;7;0,0
26409;1999;6;16;7;0,0
26409;1999;6;17;7;0,0
26409;1999;6;18;7;3,5
26409;1999;6;19;7;0,0
26409;1999;6;20;7;0,0
26409;1999;6;21;7;19,8
26409;1999;6;22;7;1,5
26409;1999;6;23;7;0,0
26409;1999;6;24;7;0,6
26409;1999;6;25;7;0,8
26409;1999;6;26;7;0,5
26409;1999;6;27;7;8,3
26409;1999;6;28;7;0,8
26409;1999;6;29;7;1,6
26409;1999;6;30;7;9,6
26409;1999;7;1;7;0,0
26409;1999;7;2;7;0,0
26409;1999;7;3;7;0,7
26409;1999;7;4;7;1,5
26409;1999;7;5;7;8,5
26409;1999;7;6;7;0,0
26409;1999;7;7;7;0,0
26409;1999;7;8;7;0,0
26409;1999;7;9;7;0,0
26409;1999;7;10;7;0,0
26409;1999;7;11;7;0,0
26409;1999;7;12;7;0,0
26409;1999;7;13;7;0,0
26409;1999;7;14;7;1,0
26409;1999;7;15;7;2,8
26409;1999;7;16;7;0,0
26409;1999;7;17;7;5,1
26409;1999;7;18;7;0,0
26409;1999;7;19;7;0,0
26409;1999;7;20;7;0,0
26409;1999;7;21;7;6,0
26409;1999;7;22;7;2,0
26409;1999;7;23;7;7,0
26409;1999;7;24;7;0,0
26409;1999;7;25;7;0,0
26409;1999;7;26;7;0,0
26409;1999;7;27;7;0,0
26409;1999;7;28;7;0,0
26409;1999;7;29;7;0,0
26409;1999;7;30;7;0,0
26409;1999;7;31;7;0,0
26409;1999;8;1;7;0,0
26409;1999;8;2;7;0,0
26409;1999;8;3;7;0,0
26409;1999;8;4;7;0,0
26409;1999;8;5;7;0,0
26409;1999;8;6;7;0,0
26409;1999;8;7;7;0,0
26409;1999;8;8;7;10,8
26409;1999;8;9;7;3,5
26409;1999;8;10;7;9,5
26409;1999;8;11;7;8,2
26409;1999;8;12;7;0,0
26409;1999;8;13;7;0,0
26409;1999;8;14;7;0,0
26409;1999;8;15;7;7,1
26409;1999;8;16;7;8,5
26409;1999;8;17;7;0,0
26409;1999;8;18;7;0,5
26409;1999;8;19;7;7,7
26409;1999;8;20;7;6,3
26409;1999;8;21;7;5,4
26409;1999;8;22;7;0,4
26409;1999;8;23;7;0,0
26409;1999;8;24;7;0,0
26409;1999;8;25;7;0,0
26409;1999;8;26;7;0,0
26409;1999;8;27;7;1,2
26409;1999;8;28;7;0,0
26409;1999;8;29;7;0,0
26409;1999;8;30;7;0,0
26409;1999;8;31;7;3,8
26409;1999;9;1;7;1,0
26409;1999;9;2;7;0,0
26409;1999;9;3;7;0,0
26409;1999;9;4;7;0,0
26409;1999;9;5;7;0,0
26409;1999;9;6;7;0,0
26409;1999;9;7;7;0,0
26409;1999;9;8;7;0,0
26409;1999;9;9;7;0,0
26409;1999;9;10;7;0,0
26409;1999;9;11;7;0,0
26409;1999;9;12;7;0,0
26409;1999;9;13;7;0,0
26409;1999;9;14;7;0,0
26409;1999;9;15;7;0,0
26409;1999;9;16;7;0,0
26409;1999;9;17;7;1,8
26409;1999;9;18;7;9,1
26409;1999;9;19;7;0,0
26409;1999;9;20;7;0,0
26409;1999;9;21;7;20,2
26409;1999;9;22;7;6,0
26409;1999;9;23;7;2,8
26409;1999;9;24;7;5,8
26409;1999;9;25;7;2,5
26409;1999;9;26;7;1,0
26409;1999;9;27;7;1,0
26409;1999;9;28;7;6,5
26409;1999;9;29;7;7,0
26409;1999;9;30;7;6,5
26409;1999;10;1;7;38,2
26409;1999;10;2;7;13,3
26409;1999;10;3;7;6,5
26409;1999;10;4;7;9,0
26409;1999;10;5;7;8,8
26409;1999;10;6;7;0,0
26409;1999;10;7;7;0,0
26409;1999;10;8;7;12,8
26409;1999;10;9;7;12,4
26409;1999;10;10;7;2,3
26409;1999;10;11;7;4,3
26409;1999;10;12;7;1,5
26409;1999;10;13;7;1,6
26409;1999;10;14;7;0,0
26409;1999;10;15;7;0,0
26409;1999;10;16;7;0,0
26409;1999;10;17;7;0,0
26409;1999;10;18;7;0,0
26409;1999;10;19;7;0,0
26409;1999;10;20;7;0,0
26409;1999;10;21;7;0,0
26409;1999;10;22;7;0,6
26409;1999;10;23;7;0,0
26409;1999;10;24;7;2,3
26409;1999;10;25;7;3,2
26409;1999;10;26;7;3,5
26409;1999;10;27;7;6,2
26409;1999;10;28;7;0,0
26409;1999;10;29;7;0,4
26409;1999;10;30;7;0,0
26409;1999;10;31;7;1,0
26409;1999;11;1;7;2,1
26409;1999;11;2;7;1,2
26409;1999;11;3;7;0,0
26409;1999;11;4;7;0,0
26409;1999;11;5;7;0,0
26409;1999;11;6;7;0,0
26409;1999;11;7;7;3,8
26409;1999;11;8;7;2,2
26409;1999;11;9;7;3,5
26409;1999;11;10;7;0,0
26409;1999;11;11;7;0,0
26409;1999;11;12;7;0,0
26409;1999;11;13;7;1,0
26409;1999;11;14;7;0,0
26409;1999;11;15;7;0,0
26409;1999;11;16;7;0,0
26409;1999;11;17;7;0,8
26409;1999;11;18;7;4,4
26409;1999;11;19;7;0,0
26409;1999;11;20;7;5,0
26409;1999;11;21;7;0,0
26409;1999;11;22;7;0,0
26409;1999;11;23;7;0,8
26409;1999;11;24;7;0,0
26409;1999;11;25;7;5,1
26409;1999;11;26;7;5,6
26409;1999;11;27;7;2,3
26409;1999;11;28;7;2,5
26409;1999;11;29;7;0,0
26409;1999;11;30;7;0,8
26409;1999;12;1;7;12,0
26409;1999;12;2;7;5,0
26409;1999;12;3;7;10,4
26409;1999;12;4;7;24,0
26409;1999;12;5;7;4,2
26409;1999;12;6;7;4,8
26409;1999;12;7;7;8,9
26409;1999;12;8;7;4,4
26409;1999;12;9;7;7,0
26409;1999;12;10;7;3,0
26409;1999;12;11;7;1,6
26409;1999;12;12;7;25,2
26409;1999;12;13;7;5,5
26409;1999;12;14;7;0,5
26409;1999;12;15;7;0,0
26409;1999;12;16;7;0,0
26409;1999;12;17;7;4,8
26409;1999;12;18;7;6,2
26409;1999;12;19;7;3,0
26409;1999;12;20;7;4,5
26409;1999;12;21;7;0,0
26409;1999;12;22;7;0,0
26409;1999;12;23;7;9,8
26409;1999;12;24;7;1,6
26409;1999;12;25;7;20,8
26409;1999;12;26;7;5,8
26409;1999;12;27;7;4,4
26409;1999;12;28;7;1,4
26409;1999;12;29;7;0,0
26409;1999;12;30;7;0,9
26409;1999;12;31;7;5,8
26409;2000;1;1;7;2,5
26409;2000;1;2;7;1,6
26409;2000;1;3;7;0,6
26409;2000;1;4;7;3,0
26409;2000;1;5;7;5,0
26409;2000;1;6;7;0,0
26409;2000;1;7;7;3,2
26409;2000;1;8;7;1,0
26409;2000;1;9;7;0,1
26409;2000;1;10;7;0,0
26409;2000;1;11;7;0,5
26409;2000;1;12;7;2,5
26409;2000;1;13;7;0,0
26409;2000;1;14;7;0,0
26409;2000;1;15;7;0,0
26409;2000;1;16;7;0,0
26409;2000;1;17;7;0,0
26409;2000;1;18;7;0,0
26409;2000;1;19;7;0,0
26409;2000;1;20;7;0,0
26409;2000;1;21;7;0,0
26409;2000;1;22;7;3,0
26409;2000;1;23;7;0,0
26409;2000;1;24;7;0,0
26409;2000;1;25;7;0,0
26409;2000;1;26;7;1,2
26409;2000;1;27;7;1,3
26409;2000;1;28;7;8,4
26409;2000;1;29;7;20,0
26409;2000;1;30;7;6,5
26409;2000;1;31;7;11,0
26409;2000;2;1;7;7,4
26409;2000;2;2;7;2,5
26409;2000;2;3;7;0,5
26409;2000;2;4;7;0,0
26409;2000;2;5;7;4,0
26409;2000;2;6;7;0,0
26409;2000;2;7;7;3,0
26409;2000;2;8;7;6,1
26409;2000;2;9;7;6,8
26409;2000;2;10;7;6,6
26409;2000;2;11;7;8,0
26409;2000;2;12;7;0,0
26409;2000;2;13;7;11,1
26409;2000;2;14;7;3,1
26409;2000;2;15;7;1,8
26409;2000;2;16;7;0,0
26409;2000;2;17;7;9,8
26409;2000;2;18;7;0,0
26409;2000;2;19;7;6,0
26409;2000;2;20;7;1,0
26409;2000;2;21;7;0,0
26409;2000;2;22;7;0,0
26409;2000;2;23;7;2,8
26409;2000;2;24;7;2,0
26409;2000;2;25;7;2,6
26409;2000;2;26;7;0,0
26409;2000;2;27;7;0,0
26409;2000;2;28;7;0,0
26409;2000;2;29;7;1,8
26409;2000;3;1;7;4,5
26409;2000;3;2;7;0,6
26409;2000;3;3;7;20,6
26409;2000;3;4;7;2,7
26409;2000;3;5;7;1,4
26409;2000;3;6;7;1,5
26409;2000;3;7;7;5,2
