27080TRANEBJERG                    precip_man01-MAR-200001-AUG-200132U     600052    6190468    12     555100     103600
27080TRANEBJERG                    snow_man  01-FEB-200029-FEB-200032U     600010    6190400    11     555100     103600
27080TRANEBJERG                    snow_man  01-MAR-200031-MAY-200132U     600052    6190468    12     555100     103600
27082TRANEBJERG ØST                precip_man02-AUG-200117-NOV-200932U     601435    6188800    18     555000     103700
27082TRANEBJERG ØST                precip_man18-NOV-200901-APR-201132U     601458    6188798    18     555000     103700
27082TRANEBJERG ØST                snow_man  01-OCT-200417-NOV-200932U     601435    6188800    18     555000     103700
27082TRANEBJERG ØST                snow_man  18-NOV-2009           32U     601458    6188798    18     555000     103700
27090ØRNSLUND                      precip_man01-JAN-186430-SEP-188132U     600180    6182900    11     554700     103600
27090ØRNSLUND                      precip_man01-OCT-188130-APR-195832U     599650    6183200     6     554700     103500
27090BRATTINGSBORG                 precip_man01-MAY-195831-DEC-197032U     599477    6183400     6     554700     103500
27090BRATTINGSBORG                 precip_man01-JAN-197101-JUN-200432U     599485    6183332     6     554700     103500
28180BLANGSTEDGÅRD                 clima_man 01-JUL-188531-DEC-198232U     591690    6138250    15     552300     102700
30187KETTINGE                      snow_man  01-SEP-2012           33U     338152    6195912    42     555249     122446
30210METEOROLOGISK INSTITUT        clima_man 01-JAN-187531-DEC-190633U     349100    6174200    13     554100     123600
30210METEOROLOGISK INSTITUT        clima_man 01-JAN-190731-DEC-192233U     349100    6174200     5     554100     123600
30210METEOROLOGISK INSTITUT        clima_man 01-JAN-195228-FEB-197233U     347220    6182380    15     554600     123400
30210METEOROLOGISK INSTITUT        precip_man01-MAR-197231-MAR-198533U     346930    6177370     8     554300     123400
30215METEOROLOGISK INSTITUT        snow_man  02-FEB-2018           33U     346930    6177370     8     554300     123400
30340KØBENHAVNS TOLDBOD            casella   01-MAY-196803-APR-200533U     349110    6174240    20     554100     123600
30340KØBENHAVNS TOLDBOD            fuess     01-JAN-188631-DEC-194933U     349070    6174250    20     554100     123600
30340KØBENHAVNS TOLDBOD            fuess     01-JAN-195030-JUN-197633U     349110    6174240    20     554100     123600
30340KØBENHAVNS TOLDBOD            fuess     01-JAN-197830-JUN-199733U     349110    6174240    20     554100     123600
30341KØBENHAVNS TOLDBOD            clima_aut 20-FEB-2004           33U     349105    6174236    20     554121     123559
30370BOTANISK HAVE                 clima_man 01-OCT-195531-DEC-197033U     347579    6174193     6     554100     123500
30370BOTANISK HAVE                 precip_man01-NOV-194530-SEP-195533U     347579    6174193     6     554100     123500
30370BOTANISK HAVE                 precip_man01-JAN-197101-APR-201133U     347579    6174193     6     554100     123500
30370BOTANISK HAVE                 snow_man  01-OCT-200430_APR-201733U     347579    6174193     6     554100     123500
30371GL. BOTANISK HAVE             clima_man 01-JAN-181831-DEC-185933U     348485    6173160     3     554045     123525
30372RUNDETÅRN                     clima_man 01-JAN-175131-DEC-181733U     347655    6173480     7     554055     123437
30380LANDBOHØJSKOLEN               clima_man 01-JAN-186001-JUL-199733U     345420    6173560     9     554100     123200
32020HAMMER ODDE FYR               clima_man 01-MAR-195330-JUN-197433U     485630    6128190     7     551800     144600
32020HAMMER ODDE FYR               clima_man 01-JUL-197430-JUN-198733U     485710    6128170    11     551800     144700
32025HAMMEREN FYR                  clima_man 01-JAN-188031-JUL-196233U     484770    6126930    77     551700     144600
32030SANDVIG                       clima_man 11-NOV-187231-AUG-195333U     486180    6127090    13     551700     144700
32030SANDVIG                       clima_man 01-SEP-195330-JUN-196633U     486140    6127105    13     551700     144700
32030SANDVIG                       clima_man 01-AUG-196630-NOV-197233U     485840    6127010    12     551700     144700
32080KLEMENSKER                    clima_man 01-OCT-195430-NOV-197133U     487970    6114630   110     551100     144900
32080KLEMENSKER                    precip_man01-SEP-195330-SEP-195433U     487970    6114630   110     551100     144900
32080KLEMENSKER                    precip_man01-OCT-199421-SEP-199833U     488059    6114674   111     551100     144900
32080KLEMENSKER                    precip_man22-SEP-199801-DEC-200433U     488062    6114671   111     551100     144900
32080KLEMENSKER                    precip_man02-DEC-200401-AUG-201033U     488024    6114234   108     551000     144900
32080KLEMENSKER                    snow_man  01-DEC-200201-DEC-200433U     488062    6114671   111     551100     144900
32080KLEMENSKER                    snow_man  02-DEC-200431-MAY-201033U     488024    6114234   108     551000     144900
32175ØSTERLARS                     precip_man15-MAY-199820-MAY-200833U     498094    6113107    94     551000     145800
32175ØSTERLARS                     precip_man21-MAY-200801-APR-201133U     498051    6113129    94     551000     145800
32175ØSTERLARS                     snow_man  20-JAN-200520-MAY-200833U     498094    6113107    94     551000     145800
32175ØSTERLARS                     snow_man  21-MAY-2008           33U     498051    6113129    94     551000     145800
